iter	MultiClass
129	0.06826732915
130	0.06768172708
131	0.06734161249
132	0.06662958517
133	0.06606333391
134	0.06543744174
135	0.06492956529
136	0.06403447392
137	0.06348205436
138	0.0629474373
139	0.06254503545
140	0.0619595889
141	0.06164985534
142	0.06105415174
143	0.06062854717
144	0.06017422982
145	0.05966862084
146	0.05939420212
147	0.05875116353
148	0.05832931778
149	0.05808957132
150	0.05727372361
151	0.05695990664
152	0.05659407528
153	0.05595085825
154	0.05563809942
155	0.05534916314
156	0.05502059202
157	0.05481374431
158	0.0545478734
159	0.05419139336
160	0.05394728399
161	0.0537436722
162	0.05316688461
163	0.05240497502
164	0.05205679547
165	0.05183418634
166	0.05133423446
167	0.05081570788
168	0.05030337457
169	0.04995888217
170	0.04959317884
171	0.04916981955
172	0.04895982033
173	0.04872484125
174	0.04840702213
175	0.04822442715
176	0.04795678553
177	0.04759600651
178	0.04753152384
179	0.04711686313
180	0.04685877253
181	0.04676769953
182	0.04651983343
183	0.04620327615
184	0.04577085511
185	0.04538081782
186	0.044959268
187	0.04463598041
188	0.04428123793
189	0.04406694112
190	0.04376631526
191	0.04351095046
192	0.04335662382
193	0.04310210948
194	0.04284789471
195	0.04266303277
196	0.04230465239
197	0.04210272651
198	0.04183075297
199	0.04147737671
200	0.04106201925
201	0.04076713154
202	0.04051446105
203	0.04039920702
204	0.03995997776
205	0.03977961812
206	0.03948002964
207	0.03924340591
208	0.03897645549
209	0.03890031436
210	0.03870768272
211	0.03846936433
212	0.03794852481
213	0.03777989233
214	0.03759814925
215	0.03729212366
216	0.03686431738
217	0.03662991742
218	0.03639805803
219	0.03621772596
220	0.03592183385
221	0.03571754617
222	0.03546515752
223	0.03536253056
224	0.0352946643
225	0.03513893961
226	0.03491317316
227	0.03466220128
228	0.03448328869
229	0.03430354154
230	0.03406653446
231	0.03393112946
232	0.03370557274
233	0.03347994198
234	0.03340282922
235	0.03333052223
236	0.03317940464
237	0.03292484859
238	0.03263677678
239	0.03245735347
240	0.03226432133
241	0.03195127031
242	0.03182370079
243	0.03157290775
244	0.03140911416
245	0.03108085544
246	0.03081471482
247	0.03062882764
248	0.03048951083
249	0.03023014739
250	0.02988892346
251	0.02969163669
252	0.02943953676
253	0.02930793172
254	0.02902124727
255	0.02883761985
256	0.02867187843
257	0.02845972765
258	0.02833693277
259	0.02809331683
260	0.02791680353
261	0.02761678321
262	0.02757399501
263	0.02738228218
264	0.02720707196
265	0.02711262993
266	0.02699471927
267	0.02681377011
268	0.0265639388
269	0.02640457905
270	0.02622051929
271	0.02597877099
272	0.02585113067
273	0.02564445412
274	0.02553003332
275	0.02545717528
276	0.025319321
277	0.02515558055
278	0.02504675896
279	0.02495459739
280	0.02493731297
281	0.02487723899
282	0.02471635338
283	0.024589285
284	0.02438143048
285	0.02426146558
286	0.02424027141
287	0.02409699919
288	0.02402353572
289	0.02384134255
290	0.02374793192
291	0.02360671569
292	0.02345996448
293	0.02328690373
294	0.02315643179
295	0.02305063063
296	0.02294297784
297	0.02290531761
298	0.02280428418
299	0.02275423861
300	0.02261433062
301	0.02254174779
302	0.02250401496
303	0.02230869296
304	0.02211823159
305	0.02207331606
306	0.02192939254
307	0.0218756065
308	0.02179709878
309	0.02169683751
310	0.02157521917
311	0.0214105721
312	0.02132606475
313	0.02116648629
314	0.02106678363
315	0.02093958757
316	0.02078040123
317	0.02071592109
318	0.02062696956
319	0.02048347883
320	0.02042432347
321	0.02029340037
322	0.02021125521
323	0.02000546166
324	0.01987376122
325	0.01977191615
326	0.01970449087
327	0.01964123073
328	0.01954688622
329	0.01950210129
330	0.01941220611
331	0.01934411812
332	0.01933435137
333	0.01923189025
334	0.01912042705
335	0.01896581839
336	0.01889205085
337	0.01883520334
338	0.0188106995
339	0.01873408738
340	0.0186290441
341	0.01858886405
342	0.01855556548
343	0.01846333668
344	0.01835854301
345	0.01828286705
346	0.01813677194
347	0.01807523244
348	0.01797731598
349	0.01794346341
350	0.01782901941
351	0.01777304943
352	0.01764110768
353	0.01756217608
354	0.01745717324
355	0.01741324338
356	0.0173764377
357	0.01728285904
358	0.0172088716
359	0.01708320466
360	0.01703203963
361	0.01698284574
362	0.01689952336
363	0.01681855254
364	0.01673528796
365	0.01669897503
366	0.01660885557
367	0.01657745542
368	0.01651082011
369	0.01643096135
370	0.01633904439
371	0.01626359187
372	0.01617866034
373	0.01607477748
374	0.01600435682
375	0.01589673256
376	0.0157610514
377	0.01566072204
378	0.01564393642
379	0.01558707791
380	0.01547224929
381	0.01536980543
382	0.01529744454
383	0.0152101764
384	0.01515554095
385	0.01508974452
386	0.01501845246
387	0.01499799274
388	0.01496995872
389	0.01490378593
390	0.01483601295
391	0.01472268285
392	0.01466543248
393	0.01456508672
394	0.01452514019
395	0.01448709395
396	0.01446404902
397	0.01436561428
398	0.01424980745
399	0.01422326865
400	0.01412929858
401	0.01402430708
402	0.01395792143
403	0.01389959285
404	0.0138434669
405	0.01381522278
406	0.01374115025
407	0.01365862737
408	0.01361047911
409	0.01354664978
410	0.01353060694
411	0.01347845357
412	0.01340614308
413	0.01334801328
414	0.01324660063
415	0.0131934746
416	0.01316510477
417	0.01309794156
418	0.01303895129
419	0.01295561927
420	0.0128845363
421	0.01286039935
422	0.01283721589
423	0.01279146273
424	0.01270279164
425	0.01266965478
426	0.01260402134
427	0.0125327832
428	0.0125176034
429	0.01246817958
430	0.01242054135
431	0.01238257943
432	0.01227457301
433	0.01220865405
434	0.01213713388
435	0.01211353687
436	0.01205889367
437	0.0120049918
438	0.01190523489
439	0.01188247617
440	0.01184410291
441	0.01182400951
442	0.01179821613
443	0.01174413341
444	0.01171447226
445	0.01167370009
446	0.01159335927
447	0.01151718627
448	0.01145517488
449	0.01142618004
450	0.01140182883
451	0.0113777944
452	0.01133235563
453	0.01126286049
454	0.01123486559
455	0.01121412568
456	0.01119185358
457	0.01115369917
458	0.01106529068
459	0.01103201668
460	0.01096425684
461	0.01094316778
462	0.01089336739
463	0.01086820814
464	0.01081239499
465	0.01078245242
466	0.01072096035
467	0.01070142161
468	0.01061518003
469	0.010584458
470	0.01051100129
471	0.01046421635
472	0.0104192104
473	0.01040444594
474	0.01034058743
475	0.01028597368
476	0.01024860338
477	0.01021223715
478	0.01018361445
479	0.01016216737
480	0.01010993847
481	0.01007382293
482	0.01005589654
483	0.009994241907
484	0.009956169805
485	0.009912087303
486	0.009897034353
487	0.009838166593
488	0.009801772984
489	0.009784348066
490	0.009779179849
491	0.009712458336
492	0.009652959936
493	0.00962303811
494	0.00958408154
495	0.009521287681
496	0.009470224103
497	0.009409958933
498	0.009363402969
499	0.009286445794
500	0.009273484151
501	0.009265874556
502	0.009250134526
503	0.009218792461
504	0.0091749576
505	0.009150901657
506	0.009121291615
507	0.009085240895
508	0.009067445355
509	0.009053281168
510	0.009037755691
511	0.00902998209
512	0.008971202507
513	0.008932596125
514	0.008925303119
515	0.008877766609
516	0.00884978683
517	0.008828855586
518	0.008799453902
519	0.008758230444
520	0.008741701419
521	0.008710028756
522	0.008685879963
523	0.008650856846
524	0.008621692652
525	0.00860815234
526	0.008597862522
527	0.008550907948
528	0.00854821241
529	0.008530542529
530	0.008516074331
531	0.008469889765
532	0.008441486435
533	0.008424995167
534	0.008416991059
535	0.008379661152
536	0.008351091285
537	0.008318229555
538	0.008307545669
539	0.008295634296
540	0.008276713319
541	0.008245650713
542	0.008233886449
543	0.0082232621
544	0.008206507122
545	0.008168601239
546	0.00814933865
547	0.008138114007
548	0.008111583146
549	0.008098813212
550	0.00808348702
551	0.008057496249
552	0.008038445564
553	0.008014553267
554	0.008002619618
555	0.007990114978
556	0.007961146751
557	0.007954549502
558	0.007912285249
559	0.007876928511
560	0.007843304058
561	0.007817393353
562	0.007787951559
563	0.007764943827
564	0.007745257305
565	0.007694647414
566	0.007637094251
567	0.007603640996
568	0.00758450562
569	0.007542688469
570	0.007518644272
571	0.00749740121
572	0.007479834638
573	0.007438659133
574	0.007425215001
575	0.007394302772
576	0.007386652684
577	0.007376130285
578	0.007365219618
579	0.007338102965
580	0.007309833645
581	0.00727759237
582	0.007265310649
583	0.00721790818
584	0.007205048679
585	0.007179975801
586	0.007173867953
587	0.007145789152
588	0.007127493377
589	0.007110006949
590	0.007103307562
591	0.007079214048
592	0.00705321881
593	0.007032003269
594	0.007021326513
595	0.007011244676
596	0.006987283527
597	0.00696070885
598	0.006952877792
599	0.006933395532
600	0.006894708729
601	0.006873964492
602	0.006847247395
603	0.006835806047
604	0.0068152989
605	0.006779537549
606	0.006757897574
607	0.006729965169
608	0.006711279663
609	0.00669531607
610	0.006674353336
611	0.006661397581
612	0.006652191211
613	0.006646922809
614	0.006628678722
615	0.00660356367
616	0.006594490977
617	0.006559874961
618	0.006548863082
619	0.006542516165
620	0.006514077638
621	0.00647810307
622	0.006451222196
623	0.006444556337
624	0.006440391636
625	0.006420575844
626	0.006418812283
627	0.006404357379
628	0.006363775534
629	0.006351192486
630	0.006315564596
631	0.006307780066
632	0.0062776789
633	0.006262975318
634	0.00624863111
635	0.006237472791
636	0.006224582192
637	0.006210185113
638	0.006182916866
639	0.006176187856
640	0.006151952597
641	0.006122468111
642	0.00609289762
643	0.006085459717
644	0.006059509891
645	0.006032121407
646	0.006019148123
647	0.005992840118
648	0.005979801985
649	0.005946964755
650	0.005942692229
651	0.005936223827
652	0.005916980531
653	0.005913604226
654	0.005912017015
655	0.005905734762
656	0.0058974143
657	0.005885921526
658	0.005884442545
659	0.005878457312
660	0.005864466065
661	0.005856962419
662	0.005851135443
663	0.005845897238
664	0.005832598441
665	0.005807745266
666	0.005778155964
667	0.005748598478
668	0.005745906602
669	0.005739522796
670	0.005719255807
671	0.005692894746
672	0.005673228098
673	0.005667361058
674	0.005646614748
675	0.00563846985
676	0.005627187058
677	0.005622405902
678	0.005614955657
679	0.005585750422
680	0.005567833548
681	0.00554991218
682	0.005538066815
683	0.00552105231
684	0.005509727505
685	0.00549510042
686	0.00548960311
687	0.005486403729
688	0.005475462368
689	0.00545835589
690	0.00542779799
691	0.005423017545
692	0.005416867043
693	0.005387979345
694	0.005384105933
695	0.005374811632
696	0.005368429832
697	0.00536505141
698	0.005342233042
699	0.005331997036
700	0.00532022272
701	0.005296390842
702	0.005292960731
703	0.005272439551
704	0.005265829086
705	0.005261243812
706	0.005255826527
707	0.005240184382
708	0.005219610769
709	0.005208255546
710	0.00519275914
711	0.005166434311
712	0.005130178554
713	0.00512668708
714	0.005114512625
715	0.005111384748
716	0.00509247132
717	0.005076959389
718	0.005053230408
719	0.005032584349
720	0.005026263942
721	0.005010289272
722	0.005004698132
723	0.00499836293
724	0.004990090307
725	0.004984371248
726	0.004966794102
727	0.004960397069
728	0.004944715409
729	0.004931621462
730	0.00492654515
731	0.004918698165
732	0.004913021494
733	0.004903860984
734	0.004878560176
735	0.00487626585
736	0.004870922391
737	0.004857225163
738	0.004850146866
739	0.004840560985
740	0.004806528886
741	0.00479150366
742	0.004776230376
743	0.004771502112
744	0.004765848826
745	0.004745598284
746	0.004735706406
747	0.00472864431
748	0.004718109423
749	0.004715275953
750	0.004703506981
751	0.004681117332
752	0.004646913429
753	0.004637695749
754	0.00461356287
755	0.004611439237
756	0.004605986442
757	0.00459895882
758	0.004582039408
759	0.004577033934
760	0.00456485395
761	0.004561725711
762	0.004554901073
763	0.004550013364
764	0.004543348859
765	0.004538631914
766	0.004530240446
767	0.00452698359
768	0.004507596357
769	0.004504567983
770	0.004493728429
771	0.004483683777
772	0.004457214946
773	0.00442880404
774	0.00442778714
775	0.004422976922
776	0.004405673343
777	0.004387083013
778	0.004363358882
779	0.004345233488
780	0.004342926918
781	0.004319490224
782	0.004315569639
783	0.00431216672
784	0.004299205416
785	0.004290486621
786	0.004282566981
787	0.004271418392
788	0.004262049552
789	0.004246513521
790	0.004243682641
791	0.004241458257
792	0.004234510298
793	0.00421996666
794	0.004216730352
795	0.004207319778
796	0.004199957873
797	0.004184484143
798	0.004182402662
799	0.004167192778
800	0.004155866292
801	0.004148859468
802	0.004142092302
803	0.004129881937
804	0.004128798423
805	0.004126655887
806	0.004104038201
807	0.004099854979
808	0.00409072605
809	0.004082472508
810	0.004078110559
811	0.00407210531
812	0.004061162263
813	0.004058106159
814	0.004055646393
815	0.004048951415
816	0.004033463378
817	0.0040280715
818	0.004019731195
819	0.00399836534
820	0.00399429344
821	0.003982703466
822	0.003968484229
823	0.003965554166
824	0.003956441401
825	0.003941761858
826	0.003932088234
827	0.003913071391
828	0.003898207932
829	0.003883362132
830	0.003875097862
831	0.003872078352
832	0.003850118551
833	0.003842178337
834	0.003831586896
835	0.003811148024
836	0.003794053117
837	0.003777087134
838	0.003765201057
839	0.003756720879
840	0.003745758836
841	0.003742102088
842	0.003733095668
843	0.003725766727
844	0.003712851552
845	0.003711255369
846	0.003710847567
847	0.00370892799
848	0.003698697916
849	0.00369368866
850	0.00368952762
851	0.003686383651
852	0.003679371077
853	0.003674890713
854	0.003671797241
855	0.003666853355
856	0.003664850458
857	0.003663434873
858	0.003645549189
859	0.003637504493
860	0.003633548828
861	0.003615675211
862	0.003602300629
863	0.003593882764
864	0.003586325938
865	0.003581800907
866	0.003573076259
867	0.003572336271
868	0.003569901001
869	0.003567911157
870	0.003564680179
871	0.003554407983
872	0.003552954147
873	0.003538908368
874	0.003531502797
875	0.003525276771
876	0.003523604091
877	0.003510463931
878	0.003504904505
879	0.003494189686
880	0.003492659098
881	0.003490291875
882	0.003489936366
883	0.003481852956
884	0.003479370215
885	0.003461410471
886	0.003453605165
887	0.003442868392
888	0.003439246777
889	0.003434605539
890	0.003433455239
891	0.003430231762
892	0.003423328956
893	0.003413939294
894	0.003408675805
895	0.0033967834
896	0.003395837542
897	0.003387962517
898	0.00338360834
899	0.003374089968
900	0.003364885207
901	0.003363141829
902	0.003360526689
903	0.003356831805
904	0.003353551874
905	0.003347157322
906	0.003336796105
907	0.003333250573
908	0.003330437979
909	0.003312639316
910	0.003297975176
911	0.003294537905
912	0.003293892366
913	0.003290465506
914	0.003289827956
915	0.003285257025
916	0.003284300881
917	0.003276490802
918	0.003272998462
919	0.003270023793
920	0.003268558472
921	0.003261352901
922	0.00325260789
923	0.003248584686
924	0.003240845392
925	0.003230774505
926	0.003222218416
927	0.003219333263
928	0.003217714864
929	0.003213541851
930	0.00320051033
931	0.003197037274
932	0.003195391107
933	0.003188234537
934	0.00317592433
935	0.003174535394
936	0.003171250291
937	0.00316810435
938	0.003163757267
939	0.003157745378
940	0.00315488856
941	0.003151123599
942	0.003143882519
943	0.003135444309
944	0.003131293069
945	0.00311882596
946	0.003104761507
947	0.003100159965
948	0.003095585187
949	0.003091793448
950	0.00308846876
951	0.003081240113
952	0.003077886605
953	0.003069994521
954	0.003061270999
955	0.003058444303
956	0.003054338407
957	0.003048044363
958	0.003036313077
959	0.003034473422
960	0.003029999961
961	0.003016530655
962	0.003010626022
963	0.003010077454
964	0.002992299434
965	0.002987389046
966	0.002985438843
967	0.002983702938
968	0.002978915207
969	0.002972787681
970	0.002967718431
971	0.00295874583
972	0.002953591449
973	0.002949435989
974	0.002948270025
975	0.002946683251
976	0.002943727802
977	0.002936211305
978	0.002923437505
979	0.002919462504
980	0.002916832437
981	0.002912413235
982	0.002909078106
983	0.002898929339
984	0.00289640087
985	0.002894497031
986	0.002889349446
987	0.00287791246
988	0.002875462862
989	0.002867377459
990	0.002861262073
991	0.002858543337
992	0.002854529156
993	0.002851991114
994	0.002850556889
995	0.002846105623
996	0.002840252425
997	0.002838662685
998	0.002835920983
999	0.002832006309
